annual_salary_usd
100000
160000
110000
134000
150000
208000
145000
142000
140000
157000
135000
164000
161000
160000
160000
214000
157000
150000
190000
190000
180000
179000
342000
209000
247000
258000
240000
239000
237000
234000
233000
233000
230000
293000
264000
167000
303000
327000
325000
320000
316000
101000
125000
125000
120000
114000
110000
110000
157000
130000
153000
95000
150000
150000
307000
147000
170000
168000
160000
159000
222000
180000
141000
140000
155000
154000
113000
135000
189000
188000
186000
185000
183000
180000
180000
179000
175000
224000
216000
212000
188000
209000
208000
200000
198000
253000
244000
293000
247000
238000
279000
270000
366000
360000
336000
158000
90000
95000
214000
100000
100000
124000
120000
162000
173000
140000
129000
145000
150000
140000
167000
111000
255000
160000
196000
220000
180000
176000
171000
172000
95000
223000
329000
217000
211000
177000
206000
203000
201000
200000
200000
285000
250000
245000
237000
157000
145000
312000
360000
345000
270000
261600
260000
354000
348000
336000
336000
360000
100000
95000
161000
156000
138000
130000
130000
299000
148000
145000
145000
141000
140000
161000
160000
159000
194000
142000
193000
182000
196000
179000
179000
177000
220000
261600
252000
240000
180000
160000
234000
234000
234000
232000
228000
228000
307000
299000
279000
215000
211000
90000
140000
107000
100000
100000
125000
123000
226000
158000
120000
118000
111000
110000
139000
135000
149000
149000
145000
166000
145000
144000
142000
140000
140000
125000
140000
160000
170000
166000
92000
160000
159000
158000
156000
130000
198000
189000
180000
180000
174000
106000
224000
221000
212000
172000
206000
202000
262000
248000
259000
258000
243000
241000
240000
236000
233000
301000
300000
287000
255000
350000
336000
329000
324000
90000
100000
117000
120000
110000
192000
135000
130000
130000
110000
130000
152000
336000
149000
145000
145000
145000
140000
140000
160000
167000
162000
161000
270000
160000
159000
157000
145000
138000
156000
195000
130000
189000
187000
180000
180000
179000
193000
172000
224000
220000
218000
208000
251000
232000
227000
106000
263000
126000
258000
125000
327000
210000
336000
329000
171000
317000
110000
104000
100000
125000
154000
110000
138000
138000
135000
130000
130000
130000
128000
348000
150000
150000
147000
147000
192000
145000
144000
143000
142000
141000
145000
140000
235000
156000
155000
184000
257000
178000
176000
161000
226000
223000
209000
210000
209000
204000
200000
237000
234000
226000
130000
304000
292000
272000
272000
264000
174000
259000
336000
354000
354000
189000
147000
130000
251000
196000
115000
114000
110000
130000
130000
130000
126000
145000
145000
145000
140000
161000
155000
125000
154000
196000
193000
191000
185000
181000
180000
175000
172000
212000
255000
212000
241000
234000
234000
231000
140000
138000
373000
278000
353000
178000
100000
123000
324000
294000
235000
125000
115000
140000
137000
135000
99000
232000
191000
130000
168000
160000
160000
158000
195000
138000
192000
190000
189000
178000
176000
168000
173000
224000
216000
214000
201000
246000
238000
229000
228000
140000
307000
291000
286000
227000
268000
264000
260000
344000
324000
145000
374400
255000
125000
123000
138000
258000
131000
125000
142000
150000
140000
168000
145000
140000
163000
161000
296000
157000
157000
157000
130000
154000
196000
185000
180000
100000
221000
215000
208000
207000
203000
200000
239000
157000
151000
228000
228000
227000
227000
289000
142000
127000
360000
336000
325000
98000
95000
95000
95000
108000
101000
124000
222000
214000
174000
137000
117000
127000
95000
354000
212000
140000
140000
140000
140000
164000
216000
130000
188000
188000
180000
176000
217000
216000
216000
215000
209000
209000
200000
253000
243000
194000
240000
240000
234000
231000
230000
229000
312000
140000
130000
289000
285000
283000
216000
138000
360000
348000
348000
344000
247000
336000
186000
324000
100000
100000
242000
100000
100000
100000
100000
125000
125000
118000
115000
111000
110000
178000
140000
227000
132000
132000
160000
130000
253000
151000
141000
145000
140000
140000
165000
164000
161000
160000
160000
158000
158000
168000
157000
157000
155000
155000
197000
196000
195000
186000
181000
160000
95000
221000
323000
215000
206000
203000
252000
203000
189000
235000
234000
231000
229000
297000
318000
285000
279000
277000
274000
269000
186000
353000
257000
340000
90000
100000
100000
177000
96000
95000
95000
109000
101000
100000
100000
125000
125000
125000
125000
124000
121000
171000
120000
120000
120000
119000
118000
115000
115000
137000
113000
125000
110000
110000
109000
140000
120000
324000
138000
305000
138000
261600
138000
138000
137000
131000
131000
131000
130000
160000
151000
130000
130000
130000
110000
130000
130000
126000
340000
125000
150000
150000
150000
150000
150000
149000
148000
145000
145000
191000
145000
145000
180000
145000
155000
144000
153000
153000
151000
141000
141000
141000
141000
141000
140000
140000
138000
138000
140000
140000
168000
155000
168000
167000
167000
145000
130000
162000
162000
162000
161000
161000
160000
160000
160000
238000
236000
160000
225000
160000
160000
160000
159000
173000
157000
157000
157000
157000
130000
155000
155000
155000
155000
115000
153000
197000
197000
196000
196000
155000
193000
138000
193000
192000
337000
310000
186000
283000
185000
183000
180000
180000
180000
225000
224000
180000
180000
180000
180000
180000
179000
193000
177000
177000
177000
176000
176000
175000
173000
172000
226000
226000
226000
374400
222000
222000
221000
220000
305000
219000
217000
217000
216000
266000
216000
249000
240000
212000
208000
210000
187000
208000
207000
207000
206000
205000
162000
202000
202000
201000
200000
199000
199000
157000
254000
253000
253000
251000
249000
248000
246000
246000
235000
214000
244000
244000
243000
243000
241000
240000
234000
234000
233000
233000
145000
231000
145000
144000
230000
229000
228000
227000
312000
309000
307000
118000
299000
298000
296000
291000
288000
307000
267000
283000
282000
